どう,どう,dou,"how, what",あなたはどう思いますか。,What do you think?
言葉,ことば,kotoba,"word, language",この言葉の意味が分かりません。,I don't understand the meaning of this word.
顔,かお,kao,face,彼はタオルで顔を拭きました。,He wiped his face with a towel.
終わる,おわる,owaru,"finish, end",会議は４時に終わります。,The conference ends at four o'clock.
一つ,ひとつ,hitotsu,one (thing),それを一つください。,Please give me one of those.
あげる,あげる,ageru,"give, offer (colloquial)",この本、あなたにあげます。,I'll give you this book.
こう,こう,kou,"like this, such",こう小さい字は読めない。,I can't read such small letters.
学校,がっこう,gakkou,school,学校は８時半に始まります。,School starts at 8:30.
くれる,くれる,kureru,be given,友達が誕生日プレゼントをくれた。,My friend gave me a birthday present.
始める,はじめる,hajimeru,start (something),テストを始めてください。,Please start the test.
起きる,おきる,okiru,"get up, get out of bed",私は毎朝６時に起きます。,I get up at six o'clock every morning.
春,はる,haru,spring,今年の春は暖かいね。,"It's warm this spring, don't you think?"
午前,ごぜん,gozen,"morning, a.m.",午前９時のニュースです。,Now for the 9.00 a.m. news.
別,べつ,betsu,"another, different",別の本も見せてください。,Please show me another book.
どこ,どこ,doko,where,あの本をどこに置きましたか。,Where did you put that book?
部屋,へや,heya,room,私の部屋は２階にあります。,My room is on the second floor.
若い,わかい,wakai,young,彼はまだ若いです。,He's still young.
車,くるま,kuruma,"car, automobile",弟が車を買った。,My younger brother bought a car.
置く,おく,oku,"put, place",彼はかばんをいすの上に置きました。,He put the bag on the chair.
住む,すむ,sumu,"live, reside",彼は会社の近くに住んでいる。,He lives near his office.
働く,はたらく,hataraku,work,姉は銀行で働いています。,My big sister works at a bank.
難しい,むずかしい,muzukashii,difficult,この本は難しいですね。,This book is difficult.
先生,せんせい,sensei,teacher,私は日本語の先生になりたいです。,I want to become a Japanese teacher.
立つ,たつ,tatsu,"stand, rise",彼はステージに立った。,He stood on stage.
呼ぶ,よぶ,yobu,"call, name",ウェイターを呼びましょう。,Let's call the waiter.
大学,だいがく,daigaku,"university, college",大学に行ってもっと勉強したいです。,I want to go to college and study more.
安い,やすい,yasui,"cheap, inexpensive",この服はとても安かった。,These clothes were very cheap.
もっと,もっと,motto,more,もっと近くに来てください。,Please come closer.
帰る,かえる,kaeru,go back home,家に帰ろう。,Let's go home.
分かる,わかる,wakaru,understand,質問の意味は分かりましたか。,Did you understand the meaning of the question?
広い,ひろい,hiroi,"wide, big",彼の家はとても広い。,His house is very big.
数,かず,kazu,number,グラスの数が足りません。,We don't have enough number of glasses.
近い,ちかい,chikai,"near, close",駅はここから近いです。,The station is near here.
そこ,そこ,soko,there,そこに座ってください。,Please sit there.
走る,はしる,hashiru,run,彼は毎晩３キロ走っています。,Every night he runs three kilometers.
入れる,いれる,ireru,put in,彼はかばんに手帳を入れた。,He put the notebook in his bag.
教える,おしえる,oshieru,"teach, tell",彼は数学を教えています。,He teaches mathematics.
歩く,あるく,aruku,"walk, go on foot",駅まで歩きましょう。,Let's walk to the station.
会う,あう,au,meet,また会いましょう。,Let's meet again.
書く,かく,kaku,write,彼に手紙を書きました。,I wrote him a letter.
頭,あたま,atama,head,今朝から頭が痛い。,I've had a headache since this morning.
売る,うる,uru,sell,彼は家を売った。,He sold the house.
大好き,だいすき,daisuki,like (something) a lot,私は犬が大好きだ。,I like dogs a lot.
体,からだ,karada,"body, physique",私は体が丈夫だ。,I'm physically strong.
直ぐ,すぐ,sugu,"at once, soon",直ぐ行きます。,I'll go right away.
飛ぶ,とぶ,tobu,fly,鳥が飛んでいます。,There's a bird flying.
とても,とても,totemo,very (colloquial),この本はとてもおもしろい。,This book is very interesting.
誰,だれ,dare,who,誰と会ってみたいですか。,Who would you like to meet?
好き,すき,suki,"favorite, liked",私はワインが好きです。,I like wine.
読む,よむ,yomu,read,彼女は雑誌を読んでいます。,She's reading a magazine.
次,つぎ,tsugi,next,次はいつ会いましょうか。,When shall we meet again?
あなた,あなた,anata,you,これはあなたの鞄ですか。,Is this your bag?
飲む,のむ,nomu,drink,友達とお酒を飲んでいます。,I'm drinking sake with my friend.
古い,ふるい,furui,old,私は古い車が好きです。,I like old cars.
質問,しつもん,shitsumon,question,質問のある方はどうぞ。,Please feel free to ask any questions.
今日,きょう,kyou,today (colloquial),今日は仕事がありません。,I don't have work today.
友達,ともだち,tomodachi,"friend, companion (colloquial)",私には友達がたくさんいます。,I have a lot of friends.
早い,はやい,hayai,early,まだ学校へ行くには早い時間です。,It's still too early to go to school.
どれ,どれ,dore,"what, which",この中でどれが好きですか。,Which of these do you like?
美しい,うつくしい,utsukushii,beautiful,この絵は美しいです。,This picture is beautiful.
いつも,いつも,itsumo,always (colloquial),彼女はいつも元気だ。,She's always full of energy.
足,あし,ashi,"leg, foot",彼は足が長い。,He has long legs.
起こす,おこす,okosu,wake (someone) up,明日、６時に起こしてください。,Please wake me up tomorrow at six o'clock.
見せる,みせる,miseru,show,その写真を見せてください。,Please show me those pictures.
娘,むすめ,musume,"daughter, girl",私の娘はアメリカにいます。,My daughter is in the United States.
楽しむ,たのしむ,tanoshimu,enjoy,今日は一人の時間を楽しみたい。,Today I want to enjoy some time to myself.
色,いろ,iro,color,すてきな色のセーターですね。,I like the color of your sweater.
みんな,みんな,minna,everybody (colloquial),みんなにお菓子をあげましょう。,Let's give everyone some sweets.
取る,とる,toru,"take, get",テストでいい点を取った。,I got a good score on the test.
勉強,べんきょう,benkyou,study,私は日本語を勉強しています。,I'm studying Japanese.
できる,できる,dekiru,"can do, be good at",彼女はイタリア語ができます。,She can speak Italian.
短い,みじかい,mijikai,"short, brief",彼は足が短い。,His legs are short.
落ちる,おちる,ochiru,"fall, come down",猿も木から落ちる。,Even monkeys fall from trees.
息子,むすこ,musuko,son,うちの息子は大学１年生です。,My son's a college freshman.
白い,しろい,shiroi,"white, blank",彼は歯が白い。,His teeth are white.
飛行機,ひこうき,hikouki,airplane,息子は飛行機のおもちゃが好きです。,My son likes toy airplanes.
病気,びょうき,byouki,illness,祖父が病気になった。,My grandfather got sick.
冬,ふゆ,fuyu,winter,カナダの冬はとても寒いです。,Canadian winters are very cold.
年,とし,toshi,"year, age",新しい年が始まりました。,A new year has started.
重い,おもい,omoi,heavy,このかばんは重いです。,This bag is heavy.
胸,むね,mune,"chest, breast",胸に少し痛みがあります。,I have a slight pain in my chest.
払う,はらう,harau,"pay (money, respect, attention, etc.)",私が払いましょう。,I'll pay for that.
軽い,かるい,karui,light (of weight),この靴はとても軽い。,These shoes are very light.
見つける,みつける,mitsukeru,find,新しい仕事を見つけました。,I found a new job.
忘れる,わすれる,wasureru,"forget, leave behind",約束を忘れないでください。,Please don't forget our promise.
酒,さけ,sake,"alcohol, rice wine",彼女は酒に強い。,She holds her liquor well.
どちら,どちら,dochira,which (polite),肉と魚とどちらが好きですか。,"Which do you prefer, meat or fish?"
姉,あね,ane,(one's own) older sister,姉は大学生です。,My big sister's a college student.
覚える,おぼえる,oboeru,"memorize, learn",妹は平仮名を全部覚えました。,My little sister learned all hiragana.
狭い,せまい,semai,"narrow, small",私の部屋は狭いです。,My room is small.
赤い,あかい,akai,red,赤いバラを買いました。,I bought a red rose.
着る,きる,kiru,"wear, put on",今日はスーツを着ています。,I'm wearing a suit today.
笑う,わらう,warau,"laugh, smile",赤ん坊が笑っています。,The baby is smiling.
一番,いちばん,ichiban,"most, best",彼はクラスで一番背が高い。,He's the tallest in class.
授業,じゅぎょう,jugyou,"class session, lecture",今日は日本語の授業があります。,We have a Japanese class today.
週,しゅう,shuu,week,その次の週は空いてますか。,Will you be available the following week?
漢字,かんじ,kanji,Chinese character,漢字は中国からきました。,Kanji came from China.
自転車,じてんしゃ,jitensha,bicycle,毎日、駅まで自転車で行きます。,I go to the station by bike every day.
電車,でんしゃ,densha,train,私は電車で通学しています。,I go to school by train.
探す,さがす,sagasu,"search for, look for",彼は郵便局を探していました。,He was looking for the post office.
紙,かみ,kami,paper,紙と鉛筆はありますか。,Do you have paper and pencil?
歌う,うたう,utau,sing,私たちは大きな声で歌いました。,We sang loudly.
遅い,おそい,osoi,"slow, late",前の車はとても遅い。,The car in front of me is very slow.
首,くび,kubi,neck,きりんの首は長い。,Giraffes have long necks.
速い,はやい,hayai,fast,彼は走るのが速い。,He runs fast.
一緒に,いっしょに,isshoni,"together, at the same time",一緒に帰りましょう。,Let's go home together.
今月,こんげつ,kongetsu,this month,今月はとても忙しい。,I'm very busy this month.
遊ぶ,あそぶ,asobu,play,子供たちが公園で遊んでいる。,Kids are playing in the park.
遠い,とおい,tooi,"far, distant",家から学校までは遠いです。,It's a long way from my house to school. 
弱い,よわい,yowai,weak,その子は体が少し弱い。,That child has a somewhat weak constitution.
耳,みみ,mimi,ear,彼女は耳がよく聞こえません。,Her hearing isn't very good.
座る,すわる,suwaru,"sit, sit down",私は窓側の席に座った。,I sat in a window seat.
右,みぎ,migi,right,右のポケットにハンカチが入っています。,I have a handkerchief in my right pocket.
浴びる,あびる,abiru,take (a shower),私は朝、シャワーを浴びます。,I take a shower in the morning.
肩,かた,kata,shoulder,肩が凝りました。,My shoulders are stiff.
寝る,ねる,neru,"lie down and sleep, go to sleep",もう寝よう。,Let's go to bed.
消す,けす,kesu,"switch off, turn off",昼間は電気を消してください。,Please turn the lights off during the day.
元気,げんき,genki,"healthy, energetic",おかげさまで元気です。,"I'm fine, thank you."
全部,ぜんぶ,zenbu,"all, whole",それ、全部ください。,I'll take them all.
去年,きょねん,kyonen,last year (colloquial),私は去年フランスへ行った。,I went to France last year.
引く,ひく,hiku,"draw, pull",このドアは引いてください。,Please pull this door open.
図書館,としょかん,toshokan,library,図書館で料理の本を借りた。,I borrowed a cookbook from the library.
上げる,あげる,ageru,"raise, lift",彼は荷物をあみだなに上げた。,He put the luggage on the rack.
緑,みどり,midori,green,この町には緑がたくさんあります。,There's a lot of greenery in this town.
腕,うで,ude,arm,彼の腕は太い。,He has big arms.
ドア,どあ,doa,door (loan word),ドアを開けてください。,Please open the door.
女の子,おんなのこ,onnanoko,little girl,あの女の子を知っていますか。,Do you know that little girl?
男の子,おとこのこ,otokonoko,boy,男の子たちがサッカーをしている。,The boys are playing soccer.
私たち,わたしたち,watashitachi,we (colloquial),私たちは来月結婚します。,We will get married next month.
近く,ちかく,chikaku,"near, close to",駅の近くで食事をした。,I ate near the station.
やる,やる,yaru,"do, give",一緒に宿題をやろう。,Let's do our homework together.
かなり,かなり,kanari,"fairly, rather",彼はかなり英語が上手です。,His English is pretty good.
国,くに,kuni,country,私の国について少しお話しましょう。,Let me tell you a bit about my country.
起こる,おこる,okoru,happen,町で大事件が起こりました。,There was a major incident in town.
秋,あき,aki,"autumn, fall",彼女は秋に結婚します。,She'll get married this fall.
送る,おくる,okuru,send,彼の家に荷物を送りました。,I sent a package to his house.
死ぬ,しぬ,shinu,die,犬が病気で死にました。,Our dog died of disease.
気持ち,きもち,kimochi,"feeling, sensation",彼の気持ちが分からない。,I don't know how he feels about me.
乗る,のる,noru,"ride, take",駅からはタクシーに乗ってください。,Please take a taxi from the station.
いる,いる,iru,"be present, stay",今日は一日中家にいました。,I was at home all day today.
木,き,ki,"tree, wood",台風で木が倒れた。,A tree fell down in the typhoon.
開ける,あける,akeru,"open, unlock (doors, windows, etc.)",窓を開けてください。,Please open the window.
閉める,しめる,shimeru,"shut, close (doors, windows, etc.)",ちゃんとドアを閉めてよ。,Can you fully close the door?
続く,つづく,tsuzuku,"continue, follow",工事は３月まで続きます。,Construction will continue until March.
お医者さん,おいしゃさん,oishasan,doctor (polite),熱があるのでお医者さんに行った。,I went to the doctor because I had a fever.
円,えん,en,Japanese yen,カレーライスは７００円です。,The curry and rice is 700 yen.
ここ,ここ,koko,here,ここに本があります。,There's a book here.
待つ,まつ,matsu,"wait, wait for",あなたが来るのを待っています。,I am waiting for you to come.
低い,ひくい,hikui,"low, short",彼は背が低い。,He's short.
もらう,もらう,morau,receive,彼女からプレゼントをもらいました。,I got a present from her.
食べる,たべる,taberu,eat,昨日タイカレーを食べました。,I had Thai curry yesterday.
兄,あに,ani,(one's own) older brother,兄は水泳が得意です。,My big brother is good at swimming.
名前,なまえ,namae,name,あなたの名前を教えてください。,Please tell me your name.
夫,おっと,otto,husband,私の夫はサラリーマンです。,My husband is a company employee.
一,いち,ichi,one,一から始めましょう。,Let's start from scratch.
結婚,けっこん,kekkon,marriage,彼女は来月結婚します。,She's getting married next month.
親,おや,oya,parent,親の愛はありがたい。,Parental love should be appreciated.
話す,はなす,hanasu,"speak, talk",母と電話で話しました。,I spoke to my mother on the phone.
少し,すこし,sukoshi,"a bit, a little while",少し疲れました。,I'm a little tired.
閉じる,とじる,tojiru,"shut, close (books, eyes, etc.)",教科書を閉じてください。,Please close your textbook.
時,とき,toki,"time, moment",時の経つのは早い。,Time flies.
米,こめ,kome,rice (grain),日本人はお米が大好きです。,Japanese people love rice.
切る,きる,kiru,cut,この紙を半分に切ってください。,Please cut this paper in half.
楽しい,たのしい,tanoshii,"fun, enjoyable",彼はとても楽しい人です。,He's very fun to be with.
服,ふく,fuku,clothes (colloquial),昨日、新しい服を買った。,I bought some new clothes yesterday.
後ろ,うしろ,ushiro,"back, behind",後ろを向いて。,Turn around.
嬉しい,うれしい,ureshii,"happy, glad",彼に会えて嬉しかった。,I was glad to meet him.
腰,こし,koshi,"waist, lower back",昨日から腰が痛い。,I've had a pain in my lower back since yesterday.
日曜日,にちようび,nichiyoubi,Sunday,日曜日は海に行きました。,We went to the beach on Sunday.
昼,ひる,hiru,"daytime, midday",私は昼のドラマを毎日見ます。,I watch daytime dramas every day.
お母さん,おかあさん,okaasan,mother (colloquial),お母さんによろしくお伝えください。,Please say hello to your mother.
大学生,だいがくせい,daigakusei,university student,姉は大学生です。,My big sister's a college student.
終わり,おわり,owari,"end, conclusion",夏休みももう終わりだ。,Summer vacation's already over.
背,せ,se,"height, stature",彼女は背が高い。,She's tall.
手伝う,てつだう,tetsudau,"help, assist",私が手伝いましょう。,I can help you.
鼻,はな,hana,nose,鼻がかゆいです。,My nose is itchy.
載せる,のせる,noseru,"place, put on",皿にケーキを載せました。,I put the cake on a plate.
悲しい,かなしい,kanashii,sad,その映画はとても悲しかった。,It was a very sad movie.
しゃべる,しゃべる,shaberu,"chat, talk",彼女はよくしゃべるね。,She talks a lot.
甘い,あまい,amai,sweet,このいちごは甘い。,This strawberry is sweet.
テーブル,てーぶる,te-buru,table,新しいテーブルを買いました。,I bought a new table.
食べ物,たべもの,tabemono,food (colloquial),日本の食べ物はとても美味しいです。,Japanese food is very delicious.
始まる,はじまる,hajimaru,begin,新しい仕事が始まりました。,I started a new job.
ゲーム,げーむ,ge-mu,game,私たちはビデオゲームをした。,We played a video game.
十,じゅう,juu,ten,その子は指で十数えました。,The child counted to ten on her fingers.
天気,てんき,tenki,weather,今日はいい天気ですね。,It's nice out today.
暑い,あつい,atsui,hot (of weather),今日はとても暑い。,It's very hot today.
太い,ふとい,futoi,"thick, fat",彼女は足が太い。,She has big legs.
晩,ばん,ban,"evening, night (from sunset to bedtime)",彼は朝から晩まで働いたの。,He worked from morning till night.
土曜日,どようび,doyoubi,Saturday,土曜日の夜はクラブに行きます。,I'm going to a club Saturday night.
痛い,いたい,itai,"sore, painful",今日は頭が痛いです。,I have a headache today.
お父さん,おとうさん,otousan,"father, dad (colloquial)",お父さんは会社員です。,My father's a company employee.
多分,たぶん,tabun,"probably, perhaps",彼女は多分家で寝ています。,She's probably sleeping at home.
時計,とけい,tokei,"clock, watch",時計を見たらちょうど３時だった。,It was exactly three when I looked at the clock.
泊まる,とまる,tomaru,stay overnight,今日はこのホテルに泊まります。,I'm staying at this hotel today.
どうして,どうして,doushite,how come,どうして泣いているの。,How come you are crying?
掛ける,かける,kakeru,"hang, put on",夫の服をハンガーに掛けた。,I put my husband's clothes on a hanger.
曲がる,まがる,magaru,"make a turn, turn",そこを左に曲がってください。,Please turn left there.
お腹,おなか,onaka,"stomach, belly",お腹が空きました。,I'm hungry.
ミーティング,みーてぃんぐ,mi-tingu,meeting,朝９時からミーティングが始まった。,The meeting started at 9 a.m.
嫌い,きらい,kirai,"hate, dislike",私はタバコが嫌いです。,I hate cigarettes.
金曜日,きんようび,kin'youbi,Friday,金曜日の夜は友達と出かけます。,I go out with my friends on Friday nights.
要る,いる,iru,"need, require",予約は要りません。,Reservations are not required.
無い,ない,nai,to not be,ここには何も無い。,There's nothing here.
黄色い,きいろい,kiiroi,yellow,彼女に黄色いバラを買いました。,I bought her a yellow rose.
風邪,かぜ,kaze,cold (illness),私は風邪をひきました。,I caught a cold.
優しい,やさしい,yasashii,"gentle, kind",彼はとても優しい人です。,He's a very kind person.
晴れる,はれる,hareru,"be sunny, clear up",明日は晴れるといいですね。,I hope it'll be sunny tomorrow.
汚い,きたない,kitanai,dirty,彼の部屋はとても汚い。,His room is very dirty.
茶色,ちゃいろ,chairo,brown,彼女は茶色の靴を履いています。,She's wearing brown shoes.
空く,すく,suku,"be empty, become less crowded",レストランは空いていました。,There weren't many people at the restaurant.
上る,のぼる,noboru,"go up, climb",猫が屋根に上っている。,The cat's up on the roof.
ご飯,ごはん,gohan,"meal, cooked rice",私はパンよりご飯が好きだ。,I prefer rice to bread.
日,にち,nichi,counter for days,私たちは先月１１日に結婚しました。,We got married on the 11th last month.
髪の毛,かみのけ,kaminoke,"hair, each single hair",髪の毛が伸びたね。,Your hair's grown long.
つける,つける,tsukeru,"switch on, turn on",電気をつけてください。,Please turn on the light.
月曜日,げつようび,getsuyoubi,Monday,月曜日に会いましょう。,Let's meet on Monday.
入る,はいる,hairu,enter,寒いので中に入ってください。,"It's cold, so please come inside."
カタカナ,かたかな,katakana,katakana,お名前をカタカナで書いてください。,Please write your name in katakana.
今週,こんしゅう,konshuu,this week,今週は日本語のテストがあります。,We have a Japanese test this week.
水,みず,mizu,water,水を一杯ください。,Please give me a glass of water.
あれ,あれ,are,that (over there),あれは何ですか。,What's that?
二,に,ni,two,その人には二回会った。,I met that person twice.
締める,しめる,shimeru,"tighten, fasten",彼はシートベルトを締めた。,He fastened his seatbelt.
まずい,まずい,mazui,"bad (taste), distasteful",ここの料理はまずい。,The food here is bad.
平仮名,ひらがな,hiragana,hiragana,私は平仮名を全部読めます。,I can read all hiragana.
曇る,くもる,kumoru,become cloudy,明日は昼頃から曇るでしょう。,It'll probably get cloudy around noon tomorrow.
触る,さわる,sawaru,"touch, feel",絵に触らないでください。,Please don't touch the painting.
駄目,だめ,dame,no good,彼は駄目な男だ。,He's a loser.
飲み物,のみもの,nomimono,"beverage, drink",何か飲み物が欲しいな。,I want something to drink.
木曜日,もくようび,mokuyoubi,Thursday,木曜日は仕事が休みです。,I don't have work on Thursday.
曜日,ようび,youbi,day of the week,曜日を間違えました。,I got the day of the week wrong.
そば,そば,soba,"side, vicinity",そばにいてください。,Stay with me.
こっち,こっち,kocchi,"here, this way (casual)",こっちに来てください。,Please come here.
火曜日,かようび,kayoubi,Tuesday,火曜日に会議があります。,There's a meeting on Tuesday.
渇く,かわく,kawaku,be thirsty,喉が渇きました。,I'm thirsty.
三,さん,san,three,彼女は三人の子供の母親だ。,She's a mother of three children.
水曜日,すいようび,suiyoubi,Wednesday,水曜日はバイトがあります。,I work part time on Wednesdays.
二つ,ふたつ,futatsu,two (things),ソフトクリームを二つください。,Can I get two ice cream cones?
今晩,こんばん,konban,"this evening, tonight",今晩のパーティーは何時からですか。,What time does the party start tonight?
千,せん,sen,thousand,千円貸してください。,Please lend me 1000 yen.
六日,むいか,muika,"six days, sixth of the month",六日前に日本に帰ってきました。,I came back to Japan six days ago.
お姉さん,おねえさん,oneesan,older sister,昨日、あなたのお姉さんに会ったよ。,I met your older sister yesterday.
直る,なおる,naoru,"be repaired, get fixed",クーラーはまだ直りません。,The air conditioner hasn't been repaired yet.
ちょっと,ちょっと,chotto,"just a moment, just a little",ちょっとだけ待っていてください。,Please wait here for a little while.
四,よん,yon,four (Japanese origin),ハワイは四回目です。,This is my fourth trip to Hawaii.
これから,これから,korekara,"from now on, after this",これからはもっと気を付けます。,I will be more careful from now on.
考える,かんがえる,kangaeru,"think, consider",よく考えてください。,Please think carefully.
戻る,もどる,modoru,return to a point of departure,今、会社に戻ります。,I'm going back to the office now.
変える,かえる,kaeru,"change (something), alter",旅行の日程を変えました。,I changed my travel schedule.
朝,あさ,asa,morning,気持ちのいい朝です。,It's a pleasant morning.
歯,は,ha,tooth,私の歯は丈夫です。,I have strong teeth.
頑張る,がんばる,ganbaru,"work hard, do one's best",明日の試験、頑張ってね。,Good luck on tomorrow's exam.
携帯電話,けいたいでんわ,keitaidenwa,cellular phone,昨日、携帯電話をなくした。,I lost my cell phone yesterday.
雨,あめ,ame,rain,雨が降っています。,It's raining.
金,かね,kane,money (colloquial),これはかなり金がかかった。,This cost quite a lot of money.
易しい,やさしい,yasashii,"easy, simple (colloquial)",この問題はかなり易しいです。,This problem is fairly easy.
お兄さん,おにいさん,oniisan,older brother,あなたのお兄さんは何歳？,How old is your big brother?
大きい,おおきい,ookii,big,あの大きい建物は何ですか。,What's that big building?
小さい,ちいさい,chiisai,small,小さい花が咲いています。,Small flowers are blooming.
辛い,からい,karai,"spicy, hot",彼は辛いものが好きです。,He likes spicy food.
八,はち,hachi,eight,りんごを八個ください。,Please give me eight apples.
あそこ,あそこ,asoko,over there,あそこにバス停があります。,There's a bus stop over there.
来る,くる,kuru,come,彼は昼すぎに来ます。,He'll come after lunch.
前,まえ,mae,"front, before",その店の前で会いましょう。,Let's meet in front of the store.
五日,いつか,itsuka,"five days, fifth of the month",五月五日は祝日です。,May 5th is a holiday.
いっぱい,いっぱい,ippai,full,プールは人でいっぱいです。,The pool is packed.
九,きゅう,kyuu,nine (used before counter words and in decimal places),野球は九人で１チームです。,In baseball there are nine people on one team.
酸っぱい,すっぱい,suppai,sour,このぶどうは酸っぱいです。,These grapes are sour.
違う,ちがう,chigau,"differ, be wrong",答えが違います。,The answer is wrong.
細い,ほそい,hosoi,"thin, slender",彼女は指が細いですね。,Her fingers are thin.
三つ,みっつ,mittsu,three (things),コップを三つ買いました。,I bought three glasses.
八日,ようか,youka,"eight days, eighth of the month",八日からイギリスに行きます。,I will go to England from the eighth.
高校生,こうこうせい,koukousei,high school student,私の弟は高校生です。,My little brother's a high school student.
上手,じょうず,jouzu,"good, skilled",妹は歌が上手です。,My little sister can sing well.
強い,つよい,tsuyoi,strong,今日は風が強い。,There's a strong wind today.
七,なな,nana,seven (Japanese origin),バナナが七本あります。,There are seven bananas.
二十日,はつか,hatsuka,"20 days, 20th of the month",来月の二十日は弟の誕生日です。,The 20th of next month is my little brother's birthday.
左,ひだり,hidari,left,そこを左に曲がってください。,Please turn left there.
二日,ふつか,futsuka,"two days, second of the month",私は二日待った。,I waited two days.
四つ,よっつ,yottsu,four (things),私は腕時計を四つ持っています。,I have four wristwatches.
暖かい,あたたかい,atatakai,warm,このコートはとても暖かい。,This coat is really warm.
ある,ある,aru,"exist, there is",私の机の上に書類がたくさんあります。,There are a lot of documents on my desk.
いい,いい,ii,good (informal/spoken form),彼女はいい友達です。,She's a good friend of mine.
上,うえ,ue,"up, above",上を向いて。,Look up.
駅,えき,eki,train station,駅はどこですか。,Where's the station?
美味しい,おいしい,oishii,tasty,このケーキは美味しいね。,This cake is yummy.
昨日,きのう,kinou,yesterday (colloquial),昨日、友達に会った。,I met my friend yesterday.
綺麗,きれい,kirei,"pretty, clean",彼女はとても綺麗だ。,She's very pretty.
五,ご,go,five,五人で旅行に行きました。,Five of us went on a trip.
九つ,ここのつ,kokonotsu,nine (things),娘は明日九つになります。,My daughter's turning nine tomorrow.
お願い,おねがい,onegai,favor,お願いがあります。,I have a favor to ask.
答える,こたえる,kotaeru,give an answer,私の質問に答えてください。,Please answer my question.
先,さき,saki,"ahead, first",お先にどうぞ。,Please go ahead.
寒い,さむい,samui,cold (temperature of the air),この部屋は寒いです。,It's cold in this room.
三日,みっか,mikka,"three days, third of the month",手紙が届くのに三日かかりました。,It took three days for the letter to arrive.
下,した,shita,"under, below",財布は机の下にあった。,My purse was under the desk.
大丈夫,だいじょうぶ,daijoubu,"all right, OK",大丈夫ですか。,Are you OK?
大人,おとな,otona,adult,大人の言うことを聞きなさい。,Listen to what adults say.
出す,だす,dasu,take out,彼はかばんから教科書を出した。,He took the textbook out of his bag.
父,ちち,chichi,(speaker's) father,私は父が大好きです。,I love my father.
母,はは,haha,(speaker's) mother,昨日、母と話をしました。,I talked to my mother yesterday.
月,つき,tsuki,moon,今夜は月がとてもきれいです。,The moon looks so beautiful tonight.
妹,いもうと,imouto,younger sister,私の妹は小学生です。,My little sister goes to elementary school.
